,rank,trial,l_1 ratio,score,silhouete score,rmse
330,12,0,1.0,0.8072726498880349,0.7316543725891388,0.24097781662439802
331,12,1,1.0,0.8136168340191833,0.7016597563273813,0.2360525628680981
332,12,2,1.0,0.7576464088264688,0.59958838421791,0.23306144275233426
333,12,3,1.0,0.776385321965418,0.45961254514387173,0.2746607082997798
334,12,4,1.0,0.7933097194469454,0.5670244266244744,0.2788133321003414
335,16,0,1.0,0.7581500992410259,0.32935518468570385,0.2042476213440235
336,16,1,1.0,0.7702576876858371,0.4318316979228355,0.14517950348867723
337,16,2,1.0,0.795794112769719,0.5584669486173163,0.13787693704537674
338,16,3,1.0,0.778102208826221,0.3872724393213046,0.1736241882289893
339,16,4,1.0,0.7707030169334863,0.24563386084653102,0.13868484259518968
340,21,0,1.0,0.7802257294828144,0.4604643810060025,0.09335924912254998
341,21,1,1.0,0.77225469408802,0.21577884832076036,0.13317260263482186
342,21,2,1.0,0.767349411189587,0.10332334957251908,0.13260187135331275
343,21,3,1.0,0.7951814529026309,0.3294593175643579,0.10595562752490298
344,21,4,1.0,0.7546177909816829,0.2564718386329078,0.14849630532731137
345,28,0,1.0,0.7401697404024639,0.09557145625993768,0.11172763684709282
346,28,1,1.0,0.7424614305750351,-0.0588200937493044,0.055037654132830585
347,28,2,1.0,0.7517855858494007,-0.10686451816437693,0.07764348925333509
348,28,3,1.0,0.7655222385970587,0.07931638718956162,0.13063044951322808
349,28,4,1.0,0.7583608812495759,0.0007326734748979478,0.07102292497333082
350,37,0,1.0,0.7492664113479629,-0.12006864833449588,0.07063223815538852
351,37,1,1.0,0.7762399410456691,0.2226672215829021,0.04107360588076111
352,37,2,1.0,0.7385779980888677,0.19972838057070005,0.04072510285143305
353,37,3,1.0,0.7431916110606092,0.09655139909210171,0.03669153771822598
354,37,4,1.0,0.7294633363740911,-0.14672073363166108,0.056694083684710184
355,49,0,1.0,0.739399268041449,-0.20002947059347387,0.09789289097665291
356,49,1,1.0,0.7443093844534128,-0.09538522945418318,0.04431682934265775
357,49,2,1.0,0.7388688015180832,-0.177335810478287,0.07931983274707333
358,49,3,1.0,0.7299200053257957,-0.03838712034816433,0.028944278195788917
359,49,4,1.0,0.7282258380413222,-0.10022678328216307,0.07456778432442855
